"Alley","Lot.Shape","Land.Contour","Utilities","Neighborhood","MS.SubClass","Lot.Area","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Mas.Vnr.Area","BsmtFin.SF.1","BsmtFin.SF.2","Bsmt.Unf.SF","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","TotRms.AbvGrd","SalePrice"
"UNKNOWN","Reg","Lvl","AllPub","StoneBr",120,3696,8,5,1986,1986,0,0,0,1074,1088,0,0,0,0,1,1,2,1,5,1700
"UNKNOWN","Reg","Lvl","AllPub","Edwards",20,8536,5,5,2006,2007,0,0,0,1125,1125,0,0,0,0,1,1,2,1,5,1550
"UNKNOWN","Reg","Lvl","AllPub","Crawfor",20,17500,7,8,1959,2002,0,1406,0,496,1902,0,0,1,0,2,0,3,1,7,3350
"UNKNOWN","Reg","Lvl","AllPub","OldTown",190,7200,6,6,1910,1998,0,1046,0,168,1260,1031,0,0,1,2,0,4,2,9,1339
"UNKNOWN","IR1","Lvl","AllPub","Timber",120,4084,7,6,1986,1986,340,893,0,384,1501,0,0,1,0,2,0,2,1,6,2415
"UNKNOWN","IR1","Lvl","AllPub","Edwards",80,11679,5,5,1962,1962,96,612,1164,0,1560,0,0,0,1,2,0,3,1,6,1820
"UNKNOWN","IR1","Lvl","AllPub","NoRidge",60,10944,7,5,1994,1994,448,1000,0,223,1223,904,0,1,0,2,1,3,1,5,2710
"UNKNOWN","IR1","Lvl","AllPub","Gilbert",60,11631,8,5,2004,2005,236,0,0,1052,1052,1321,0,0,0,2,1,4,1,9,2580
"UNKNOWN","Reg","Lvl","AllPub","BrkSide",50,5000,5,7,1941,2006,0,600,0,72,832,378,0,0,0,1,0,3,1,6,1240
"UNKNOWN","IR1","Lvl","AllPub","Somerst",120,4835,7,5,2004,2005,0,1298,0,190,1488,0,0,1,0,2,0,2,1,6,2600
"UNKNOWN","IR1","Lvl","AllPub","Sawyer",20,6897,5,8,1962,2010,0,659,0,381,1040,0,0,1,0,1,1,3,1,6,1270
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,9533,5,5,1953,1953,140,0,0,0,1210,0,0,0,0,1,1,2,1,7,1029
"UNKNOWN","Reg","Lvl","AllPub","Edwards",190,10106,5,7,1940,1999,0,351,181,112,808,547,0,1,0,2,0,4,2,6,1275
"UNKNOWN","Reg","Lvl","AllPub","NoRidge",60,9430,8,5,1999,1999,673,1163,0,89,1268,1097,0,1,0,2,1,3,1,8,3370
"UNKNOWN","Reg","Lvl","AllPub","NoRidge",60,11762,8,5,1992,1993,309,335,0,770,1105,1097,0,1,0,2,1,4,1,9,2630
"UNKNOWN","IR1","Lvl","AllPub","Somerst",60,11143,8,5,2004,2005,0,0,0,1580,1580,886,0,0,0,3,0,4,1,8,3400
"UNKNOWN","Reg","Lvl","AllPub","Edwards",50,11409,5,4,1949,2008,0,292,0,476,1148,568,0,0,0,1,1,3,1,8,1310
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,8532,5,6,1954,1990,650,1213,0,84,1297,0,0,0,1,1,0,3,1,5,1530
"UNKNOWN","IR1","Lvl","AllPub","Gilbert",80,10784,7,5,1991,1992,76,0,0,384,802,670,0,0,0,2,1,3,1,7,1600
"UNKNOWN","Reg","Lvl","AllPub","OldTown",20,12205,3,1,1949,1992,0,0,0,448,1588,0,0,0,0,2,0,5,1,6,650
"UNKNOWN","IR1","Lvl","AllPub","Mitchel",85,8410,6,6,1974,1974,0,924,0,46,1026,0,0,1,0,1,0,2,1,5,1430
"UNKNOWN","IR1","Lvl","AllPub","Gilbert",60,10261,6,5,2000,2000,318,0,0,936,962,830,0,1,0,2,1,3,1,8,1865
"UNKNOWN","Reg","Lvl","AllPub","NAmes",90,8944,5,5,1967,1967,0,0,0,1584,1584,0,0,0,0,2,0,4,2,8,1240
"UNKNOWN","Reg","Lvl","AllPub","OldTown",190,9045,5,3,1910,1950,0,0,0,840,1128,1128,0,0,0,2,0,4,2,12,765
"UNKNOWN","Reg","Lvl","AllPub","BrDale",160,1680,6,5,1971,1971,236,0,0,672,672,546,0,0,0,1,1,3,1,7,915
"UNKNOWN","IR2","Bnk","AllPub","OldTown",70,5775,6,7,1915,2002,0,0,0,483,741,686,0,0,0,1,0,3,1,7,1230
"UNKNOWN","Reg","Lvl","AllPub","Edwards",70,9084,4,5,1940,1950,0,0,0,755,755,755,0,1,0,1,0,4,1,7,1080
"UNKNOWN","Reg","Lvl","AllPub","OldTown",190,4456,4,5,1920,2008,0,0,0,736,736,716,0,0,0,2,0,2,3,8,1130
"UNKNOWN","IR1","Lvl","AllPub","NAmes",20,9320,4,5,1959,1959,0,569,0,381,1225,0,0,1,0,1,1,3,1,6,1289
"UNKNOWN","IR1","Lvl","AllPub","Sawyer",60,13517,6,8,1976,2005,289,533,0,192,725,754,0,0,0,2,1,3,1,6,1305
"UNKNOWN","IR1","Lvl","AllPub","Mitchel",90,12760,6,5,1976,1976,0,0,0,1958,2048,0,0,0,0,3,0,5,2,9,1700
"Grvl","IR1","Bnk","AllPub","OldTown",30,4118,4,4,1941,1950,0,0,0,693,693,0,0,0,0,1,0,2,1,4,525
"UNKNOWN","Reg","Lvl","AllPub","Edwards",90,8741,5,6,1946,1950,0,0,0,1195,1195,0,0,0,0,2,0,4,2,8,985
"Pave","Reg","Bnk","AllPub","OldTown",20,6000,4,4,1953,1953,0,0,0,936,936,0,0,0,0,1,0,2,1,4,930
"UNKNOWN","IR1","Lvl","AllPub","CollgCr",60,15426,6,5,1997,1997,0,821,0,107,928,836,0,1,0,2,1,3,1,7,2315
"UNKNOWN","Reg","HLS","AllPub","Mitchel",20,21750,5,5,1954,1954,0,0,0,988,988,0,0,0,0,1,0,2,1,4,1130
"UNKNOWN","Reg","Lvl","AllPub","Mitchel",20,8314,5,7,1982,1982,0,546,0,270,816,0,0,0,0,1,0,2,1,5,1245
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,9600,6,6,1958,1988,183,620,620,0,1632,0,0,1,0,2,0,3,1,6,1390
"UNKNOWN","Reg","Lvl","AllPub","CollgCr",20,9178,8,5,2008,2008,0,0,0,1468,1468,0,0,0,0,2,0,3,1,6,2399
"UNKNOWN","Reg","Lvl","AllPub","BrkSide",70,21384,5,6,1923,2004,0,1309,0,15,1072,504,0,2,0,1,1,3,1,6,2235
"UNKNOWN","IR1","HLS","AllPub","Timber",20,10991,8,5,2007,2007,80,0,0,1571,1571,0,0,0,0,2,0,3,1,7,2390
"UNKNOWN","IR1","Lvl","AllPub","Mitchel",50,12508,6,7,1940,1985,0,660,0,323,983,767,0,1,0,2,0,4,1,7,1600
"UNKNOWN","IR1","Lvl","AllPub","CollgCr",20,10235,8,5,2007,2007,306,0,0,1643,1651,0,0,0,0,2,0,3,1,7,2465
"UNKNOWN","IR1","Lvl","AllPub","Sawyer",80,10366,6,7,1964,1964,0,456,0,456,934,0,0,0,1,1,0,2,1,4,1320
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,9300,5,5,1960,1960,324,697,0,571,1264,0,0,1,0,1,0,3,1,6,1675
"UNKNOWN","IR1","Lvl","AllPub","NAmes",20,13651,7,6,1973,1973,1115,1880,0,343,2223,0,0,1,0,2,0,3,1,8,2440
"UNKNOWN","IR1","Lvl","AllPub","Gilbert",60,10852,6,5,2000,2000,0,786,0,173,959,712,0,1,0,2,1,3,1,7,1730
"UNKNOWN","IR1","Lvl","AllPub","NridgHt",60,13688,9,5,2003,2004,664,1016,0,556,1572,1096,0,1,0,2,1,3,1,10,4125
"UNKNOWN","Reg","Lvl","AllPub","CollgCr",60,9316,7,5,2005,2006,0,0,0,879,879,916,0,0,0,2,1,3,1,7,1910
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,7200,5,7,1950,1950,0,0,0,0,1040,0,0,0,0,1,0,2,1,5,1095
"UNKNOWN","IR1","Lvl","AllPub","SawyerW",60,8366,6,5,2004,2004,0,0,0,798,798,842,0,0,0,2,1,3,1,6,1730
"UNKNOWN","Reg","Lvl","AllPub","Timber",20,14331,8,5,2002,2002,630,1274,0,526,1800,0,0,1,0,2,0,3,1,7,3125
"Grvl","Reg","Lvl","AllPub","Edwards",30,8212,3,3,1914,1950,0,203,0,661,864,0,0,1,0,1,0,2,1,5,585
"UNKNOWN","Reg","Bnk","AllPub","Sawyer",20,14175,5,6,1956,1987,0,988,0,200,1437,0,0,1,0,1,1,3,1,6,1680
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,8250,5,7,1963,1963,0,288,0,765,1053,0,0,1,0,1,0,3,1,6,1421
"UNKNOWN","IR1","Lvl","AllPub","Crawfor",50,8170,7,7,1929,1950,270,526,0,496,1122,549,0,0,0,2,0,4,1,7,2180
"UNKNOWN","Reg","Lvl","AllPub","BrDale",160,1890,6,7,1972,1972,380,282,0,212,494,536,0,0,0,1,1,3,1,6,1160
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,10634,5,6,1953,1953,0,428,180,0,1319,0,0,1,0,1,0,3,1,5,1230
"UNKNOWN","Reg","Lvl","AllPub","Edwards",160,3363,7,5,2004,2004,117,0,0,976,976,732,0,0,0,2,0,3,1,7,1300
"UNKNOWN","IR1","Lvl","AllPub","Gilbert",60,8229,6,5,2007,2007,22,0,0,752,752,752,0,0,0,2,1,3,1,6,1660
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,7332,6,6,1959,1959,207,414,0,450,864,0,0,1,0,1,0,2,1,4,1200
"UNKNOWN","IR1","Lvl","AllPub","Sawyer",80,11777,5,6,1966,1966,97,328,551,285,1320,0,0,1,0,1,0,3,1,6,1645
"UNKNOWN","Reg","Lvl","AllPub","CollgCr",20,9525,5,6,1995,2006,0,0,0,1099,1099,0,0,0,0,1,1,3,1,6,1440
"UNKNOWN","Reg","Lvl","AllPub","NAmes",60,11419,7,7,1948,1999,0,699,0,0,801,726,0,1,0,1,1,3,1,6,1525
"UNKNOWN","Reg","Lvl","AllPub","BrkSide",50,6240,6,5,1938,1950,0,52,0,809,861,548,0,1,0,1,1,3,1,6,1260
"UNKNOWN","Reg","Lvl","AllPub","Blmngtn",120,3072,7,5,2004,2004,18,0,0,1375,1414,0,0,0,0,2,0,2,1,6,1787
"UNKNOWN","Reg","Lvl","AllPub","ClearCr",60,10005,7,5,1977,1977,299,392,0,768,1156,866,0,0,0,2,1,4,1,8,1920
"UNKNOWN","IR1","Lvl","AllPub","NWAmes",50,18837,6,5,1978,1978,0,687,46,491,1287,604,0,0,1,3,0,3,1,7,2125
"UNKNOWN","Reg","Lvl","AllPub","OldTown",90,5976,5,7,1920,1950,0,0,0,624,624,624,0,0,0,2,0,2,2,8,935
"UNKNOWN","Reg","Lvl","AllPub","BrkSide",50,6000,6,7,1937,2000,0,201,162,462,825,672,0,0,0,2,0,3,1,5,1570
"UNKNOWN","Reg","Lvl","AllPub","MeadowV",160,2665,5,6,1976,1976,0,0,0,264,616,688,0,0,0,1,1,3,1,4,1150
"UNKNOWN","IR1","Lvl","AllPub","NoRidge",20,12692,8,5,1992,1993,0,1231,0,1969,3228,0,0,1,0,3,0,4,1,10,4300
"UNKNOWN","IR1","Lvl","AllPub","Sawyer",85,8014,6,5,1978,1978,23,456,0,0,1034,0,0,0,1,1,0,3,1,5,1499
"UNKNOWN","Reg","Lvl","AllPub","NridgHt",60,13418,9,5,2006,2006,270,1420,0,430,1850,898,0,1,0,2,1,4,1,9,3900
"UNKNOWN","IR1","Lvl","AllPub","Gilbert",60,9487,6,5,2000,2000,0,520,0,395,940,750,0,1,0,2,1,3,1,7,1870
"UNKNOWN","IR1","Lvl","AllPub","NoRidge",60,12191,8,5,1997,1998,515,1181,0,598,1779,772,0,1,0,2,1,4,1,8,3845
"UNKNOWN","IR1","Lvl","AllPub","Sawyer",20,11327,5,6,1967,1967,305,779,0,285,1064,0,0,0,1,1,0,3,1,6,1536
"UNKNOWN","IR1","Lvl","AllPub","NoRidge",60,9233,9,5,2000,2000,877,1182,0,358,1540,1315,0,1,0,2,1,4,1,9,4050
"UNKNOWN","Reg","Lvl","AllPub","CollgCr",20,8450,7,5,2003,2003,0,699,0,638,1337,0,0,1,0,2,0,3,1,6,1850
"UNKNOWN","IR1","Lvl","AllPub","NoRidge",60,13346,7,5,1992,2000,0,728,0,367,1166,1129,0,1,0,2,1,4,1,9,2680
"UNKNOWN","IR2","Lvl","AllPub","CollgCr",20,14860,8,5,2002,2003,240,1538,0,240,1786,0,0,1,0,2,0,3,1,6,3000
"UNKNOWN","Reg","HLS","AllPub","Crawfor",70,12168,8,6,1934,1998,0,428,0,537,1940,1254,0,0,0,2,1,4,1,10,3591
"UNKNOWN","Reg","Lvl","AllPub","CollgCr",20,8810,7,5,2003,2003,0,1000,0,390,1390,0,0,1,0,2,0,3,1,7,2070
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,8540,5,8,1956,2003,0,114,691,120,925,0,0,1,0,1,0,3,1,5,1270
"UNKNOWN","Reg","Lvl","AllPub","OldTown",80,11800,4,7,1949,2002,0,0,0,0,1382,0,0,0,0,2,0,1,1,6,1100
"UNKNOWN","Reg","Lvl","AllPub","MeadowV",160,1484,4,4,1972,1972,0,252,0,294,546,546,0,0,0,1,1,3,1,5,794
"UNKNOWN","Reg","Lvl","AllPub","CollgCr",120,4435,6,5,2003,2003,170,659,0,189,848,0,0,1,0,1,0,1,1,3,1315
"UNKNOWN","IR2","Lvl","AllPub","Somerst",20,4403,7,5,2009,2009,432,578,0,892,1478,0,0,1,0,2,1,2,1,7,2220
"UNKNOWN","Reg","Lvl","AllPub","NAmes",50,7150,4,4,1955,1955,0,150,0,1040,1040,500,0,1,0,1,0,4,1,7,1150
"UNKNOWN","Reg","Lvl","AllPub","NWAmes",20,11040,6,7,1971,2004,144,656,0,602,1258,0,0,0,1,2,0,3,1,5,1450
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,7677,5,5,1953,1953,0,570,0,203,773,0,0,0,0,1,0,2,1,4,1100
"UNKNOWN","IR1","HLS","AllPub","Gilbert",60,8773,6,5,1997,1997,0,0,0,916,916,684,0,0,0,2,1,3,1,7,1690
"Grvl","IR1","Lvl","AllPub","IDOTRR",50,7920,6,7,1920,1950,0,0,0,319,1035,371,0,0,0,1,0,3,1,6,895
"UNKNOWN","IR1","Low","AllPub","ClearCr",120,5271,7,5,1986,1986,0,1082,0,371,1453,0,0,1,0,1,1,2,1,6,1900
"UNKNOWN","Reg","Lvl","AllPub","Crawfor",70,7588,7,6,1920,1950,0,352,0,441,901,901,0,0,0,1,1,4,1,9,2001
"UNKNOWN","IR1","Lvl","AllPub","CollgCr",20,9017,7,5,1999,1999,0,560,0,871,1431,0,0,1,0,2,0,3,1,6,1920
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,9477,5,5,1966,1966,65,340,0,524,892,0,0,0,0,1,0,3,1,5,1100
"UNKNOWN","Reg","Lvl","AllPub","Edwards",70,19950,6,7,1928,1950,0,0,0,672,1337,672,0,0,0,2,0,4,1,8,2350
"UNKNOWN","IR2","Lvl","AllPub","CollgCr",20,11249,6,5,1995,1995,0,334,544,322,1200,0,0,1,0,2,0,3,1,6,1775
"UNKNOWN","IR3","Low","AllPub","Timber",20,215245,7,5,1965,1965,0,1236,820,80,2036,0,0,2,0,2,0,3,1,8,3750
"UNKNOWN","Reg","Lvl","AllPub","OldTown",50,10134,5,6,1940,1950,0,0,0,735,735,299,0,0,0,1,0,2,1,5,1090
"UNKNOWN","IR1","Lvl","AllPub","NAmes",20,15865,8,6,1970,1970,0,351,823,1043,2217,0,0,1,0,2,0,4,1,8,2680
"Grvl","Reg","Lvl","AllPub","OldTown",30,10800,3,5,1890,1998,0,0,0,630,725,0,0,0,0,1,1,1,1,4,785
"UNKNOWN","Reg","Lvl","AllPub","IDOTRR",30,8712,4,7,1896,1950,0,0,0,756,952,0,0,0,0,1,0,3,1,5,501
"UNKNOWN","IR1","HLS","AllPub","Timber",190,164660,5,6,1965,1965,0,1249,147,103,1619,167,0,2,0,2,0,3,1,7,2289
"UNKNOWN","IR1","Lvl","AllPub","SWISU",30,5220,5,3,1936,1950,0,0,0,830,879,0,0,0,0,1,0,2,1,4,800
"UNKNOWN","IR1","Low","AllPub","ClearCr",20,70761,7,5,1975,1975,0,655,0,878,1533,0,0,1,0,2,0,2,1,5,2800
"UNKNOWN","Reg","Lvl","AllPub","OldTown",30,5747,3,4,1920,1950,0,0,0,798,840,0,0,0,0,1,0,2,1,5,640
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,9680,5,6,1967,1967,268,1010,0,500,1510,0,0,1,0,2,0,3,1,6,1789
"UNKNOWN","Reg","Lvl","AllPub","NAmes",60,9500,6,6,1964,1978,272,442,0,374,1127,850,0,0,1,1,1,4,1,9,1650
"UNKNOWN","IR1","HLS","AllPub","Timber",20,12898,9,5,2007,2008,70,1022,0,598,1620,0,0,1,0,2,0,2,1,6,3155
"UNKNOWN","Reg","Lvl","AllPub","BrkSide",50,6000,6,9,1937,2000,0,0,0,698,786,390,0,0,0,1,0,2,1,4,1349
"UNKNOWN","Reg","Lvl","AllPub","NridgHt",20,12456,10,5,2006,2007,230,1172,0,528,1718,0,0,1,0,2,0,3,1,7,3375
"UNKNOWN","Reg","Lvl","AllPub","MeadowV",160,2665,5,6,1977,1977,0,0,0,264,616,688,0,0,0,1,1,3,1,5,1045
"UNKNOWN","Reg","Lvl","AllPub","Mitchel",85,14137,4,5,1964,1964,98,865,247,88,1200,0,0,1,0,1,0,3,1,6,1730
"UNKNOWN","Reg","Lvl","AllPub","NridgHt",20,14226,8,5,2006,2006,375,0,0,1935,1973,0,0,0,0,2,0,3,1,9,3950
"UNKNOWN","IR1","Lvl","AllPub","NAmes",20,8475,4,7,1956,1956,0,228,0,724,952,0,0,0,0,1,0,2,1,4,1357
"UNKNOWN","IR1","Lvl","AllPub","NAmes",20,10659,5,6,1961,1961,0,915,0,135,1050,0,0,1,0,1,0,3,1,6,1365
"UNKNOWN","Reg","Bnk","AllPub","Crawfor",70,12000,7,7,1941,1950,0,275,0,429,860,704,0,0,0,1,1,3,1,7,1745
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,9360,6,7,1968,2004,203,760,0,216,976,0,0,1,0,1,0,2,1,4,1575
"UNKNOWN","Reg","Low","AllPub","SawyerW",80,12800,7,5,1989,1989,145,1518,0,0,1644,0,0,1,1,2,0,2,1,5,2750
"UNKNOWN","Reg","Lvl","AllPub","SawyerW",120,7892,6,5,1979,1979,0,0,0,918,918,0,0,0,0,2,0,2,1,5,995
"UNKNOWN","IR1","Lvl","AllPub","CollgCr",60,8924,7,5,1998,1999,0,0,0,880,880,844,0,0,0,2,1,3,1,8,1880
"UNKNOWN","Reg","Lvl","AllPub","NAmes",80,7910,5,5,1960,1960,0,666,0,409,1507,0,0,0,0,2,0,4,1,7,1270
"UNKNOWN","Reg","Lvl","AllPub","NAmes",90,11345,5,5,1948,1950,567,220,0,708,928,992,0,0,0,2,0,4,2,10,1370
"UNKNOWN","IR1","Low","AllPub","Crawfor",20,14778,6,7,1954,2006,72,728,0,568,1640,0,0,1,0,1,0,3,1,7,2240
"UNKNOWN","IR2","Lvl","AllPub","NoRidge",60,29959,7,6,1994,1994,0,595,0,378,979,871,0,0,0,2,1,3,1,7,2480
"UNKNOWN","IR1","Lvl","AllPub","NoRidge",60,13143,8,5,1993,1993,504,250,981,0,1251,1098,0,1,0,2,1,4,1,9,3625
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,9770,5,5,1957,1957,0,512,0,410,922,0,0,1,0,1,0,2,1,5,1160
"UNKNOWN","Reg","Lvl","AllPub","NWAmes",60,9600,7,5,1974,1974,252,698,0,467,1165,896,0,0,1,2,1,4,1,8,1685
"UNKNOWN","IR1","Lvl","AllPub","Mitchel",80,11333,6,5,1976,1976,0,539,0,490,1062,0,0,1,0,1,0,3,1,5,1468
"UNKNOWN","Reg","Lvl","AllPub","NAmes",90,8544,3,4,1949,1950,340,0,0,0,1040,0,0,0,0,2,0,2,2,6,875
"UNKNOWN","Reg","Lvl","AllPub","ClearCr",50,11250,4,5,1957,1989,0,0,0,1104,1104,684,0,1,0,1,0,5,1,8,1615
"UNKNOWN","IR1","Lvl","AllPub","SawyerW",20,10994,8,5,2005,2006,366,976,0,868,1844,0,0,1,0,2,0,2,1,7,2570
"UNKNOWN","IR1","Lvl","AllPub","NWAmes",60,12227,6,7,1977,1995,424,896,0,434,1542,1330,0,1,0,2,1,4,1,11,2720
"UNKNOWN","IR1","Lvl","AllPub","Somerst",20,7862,6,5,2009,2009,0,27,0,1191,1218,0,0,0,0,2,0,2,1,4,2083
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,7200,5,7,1950,1950,0,534,96,246,988,0,0,0,0,1,0,3,1,6,1190
